# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "8" "-a" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/3.refrence_genome/Phytozome/PhytozomeV13/Zmays/Zm-B73-REFERENCE-NAM-5.0.55/annotation/Zmays_833_Zm-B73-REFERENCE-NAM-5.0.55.gene.gff3" "-F" "GFF" "-t" "gene" "-g" "ID" "-o" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/5.read_counts/gene_counts.txt" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859242_sorted.bam" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859243_sorted.bam" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859244_sorted.bam" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859245_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859242_sorted.bam	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859243_sorted.bam	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859244_sorted.bam	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859245_sorted.bam
Zm00001eb031850.Zm_B73_REFERENCE_NAM_5.0.55	1	178333642	178338824	+	5183	1575	507	889	848
Zm00001eb031860.Zm_B73_REFERENCE_NAM_5.0.55	1	178393822	178394534	+	713	1	5	0	1
Zm00001eb031870.Zm_B73_REFERENCE_NAM_5.0.55	1	178395396	178400751	+	5356	128	123	100	73
Zm00001eb031880.Zm_B73_REFERENCE_NAM_5.0.55	1	178409522	178410799	-	1278	41	51	51	27
Zm00001eb031890.Zm_B73_REFERENCE_NAM_5.0.55	1	178416033	178422558	+	6526	2454	3127	2112	1917
Zm00001eb031900.Zm_B73_REFERENCE_NAM_5.0.55	1	178428605	178432791	+	4187	5290	7179	9079	5859
Zm00001eb031910.Zm_B73_REFERENCE_NAM_5.0.55	1	178477917	178479043	-	1127	0	0	0	0
Zm00001eb031920.Zm_B73_REFERENCE_NAM_5.0.55	1	178478028	178479041	+	1014	0	0	0	0
Zm00001eb031930.Zm_B73_REFERENCE_NAM_5.0.55	1	178483111	178493917	-	10807	850	1041	746	571
Zm00001eb031940.Zm_B73_REFERENCE_NAM_5.0.55	1	178639024	178640916	+	1893	0	12	2	17
Zm00001eb031950.Zm_B73_REFERENCE_NAM_5.0.55	1	178750132	178751433	-	1302	0	0	0	0
Zm00001eb031960.Zm_B73_REFERENCE_NAM_5.0.55	1	178752450	178754727	-	2278	0	0	0	0
Zm00001eb031970.Zm_B73_REFERENCE_NAM_5.0.55	1	178756219	178766862	-	10644	1963	2399	2220	1859
Zm00001eb031980.Zm_B73_REFERENCE_NAM_5.0.55	1	178791087	178794983	-	3897	3013	3503	3643	2803
Zm00001eb031990.Zm_B73_REFERENCE_NAM_5.0.55	1	178916136	178921668	-	5533	65	99	106	66
Zm00001eb032000.Zm_B73_REFERENCE_NAM_5.0.55	1	179003854	179009795	-	5942	563	781	545	496
Zm00001eb032010.Zm_B73_REFERENCE_NAM_5.0.55	1	179056998	179060027	+	3030	251	270	227	170
Zm00001eb032020.Zm_B73_REFERENCE_NAM_5.0.55	1	179121432	179123235	-	1804	32	79	18	30
Zm00001eb032030.Zm_B73_REFERENCE_NAM_5.0.55	1	179291963	179297040	-	5078	1413	1834	1345	1259
Zm00001eb032040.Zm_B73_REFERENCE_NAM_5.0.55	1	179365727	179367780	+	2054	0	15	7	0
Zm00001eb032050.Zm_B73_REFERENCE_NAM_5.0.55	1	179369002	179369461	+	460	0	0	3	0
Zm00001eb032060.Zm_B73_REFERENCE_NAM_5.0.55	1	179369672	179376792	-	7121	4296	4995	4716	3746
Zm00001eb032070.Zm_B73_REFERENCE_NAM_5.0.55	1	179566454	179567542	+	1089	125	209	278	142
Zm00001eb032100.Zm_B73_REFERENCE_NAM_5.0.55	1	179618627	179619664	-	1038	2	0	0	11
Zm00001eb032110.Zm_B73_REFERENCE_NAM_5.0.55	1	179711590	179717940	+	6351	0	0	0	0
Zm00001eb032130.Zm_B73_REFERENCE_NAM_5.0.55	1	179920885	179922381	+	1497	0	0	0	0
Zm00001eb032150.Zm_B73_REFERENCE_NAM_5.0.55	1	179923575	179923865	-	291	5	0	2	0
Zm00001eb032160.Zm_B73_REFERENCE_NAM_5.0.55	1	179955558	179963584	-	8027	935	1060	1011	757
Zm00001eb032170.Zm_B73_REFERENCE_NAM_5.0.55	1	180034378	180034925	-	548	0	0	0	0
Zm00001eb032180.Zm_B73_REFERENCE_NAM_5.0.55	1	180038925	180039263	-	339	0	0	0	0
Zm00001eb032190.Zm_B73_REFERENCE_NAM_5.0.55	1	180040017	180040286	-	270	0	0	0	0
Zm00001eb032200.Zm_B73_REFERENCE_NAM_5.0.55	1	180110920	180117325	+	6406	2085	2894	3400	2352
Zm00001eb032220.Zm_B73_REFERENCE_NAM_5.0.55	1	180117752	180121658	+	3907	2	7	0	2
Zm00001eb032230.Zm_B73_REFERENCE_NAM_5.0.55	1	180154537	180159869	-	5333	13542	11586	9487	8809
Zm00001eb032240.Zm_B73_REFERENCE_NAM_5.0.55	1	180477696	180484261	-	6566	0	0	0	0
Zm00001eb032250.Zm_B73_REFERENCE_NAM_5.0.55	1	180484934	180487496	+	2563	0	0	0	0
Zm00001eb032260.Zm_B73_REFERENCE_NAM_5.0.55	1	180576318	180576752	+	435	0	0	0	0
Zm00001eb032270.Zm_B73_REFERENCE_NAM_5.0.55	1	180583801	180584624	-	824	0	0	0	0
Zm00001eb032280.Zm_B73_REFERENCE_NAM_5.0.55	1	180825835	180827721	-	1887	477	315	263	385
Zm00001eb032290.Zm_B73_REFERENCE_NAM_5.0.55	1	180906690	180913283	+	6594	123865	112685	160999	100472
Zm00001eb032310.Zm_B73_REFERENCE_NAM_5.0.55	1	180913725	180914598	-	874	261	375	260	120
Zm00001eb032320.Zm_B73_REFERENCE_NAM_5.0.55	1	181026080	181028532	+	2453	100	164	134	100
Zm00001eb032330.Zm_B73_REFERENCE_NAM_5.0.55	1	181030730	181033108	+	2379	78	75	107	82
Zm00001eb032340.Zm_B73_REFERENCE_NAM_5.0.55	1	181102228	181106810	-	4583	12569	12124	9464	8744
Zm00001eb032360.Zm_B73_REFERENCE_NAM_5.0.55	1	181107485	181110938	-	3454	79	145	177	113
Zm00001eb032370.Zm_B73_REFERENCE_NAM_5.0.55	1	181114266	181118468	+	4203	473	532	348	245
Zm00001eb032380.Zm_B73_REFERENCE_NAM_5.0.55	1	181119251	181123940	-	4690	48350	45220	48471	44476
Zm00001eb032390.Zm_B73_REFERENCE_NAM_5.0.55	1	181220228	181223070	+	2843	0	0	0	0
Zm00001eb032400.Zm_B73_REFERENCE_NAM_5.0.55	1	181495619	181496237	+	619	0	0	0	0
Zm00001eb032410.Zm_B73_REFERENCE_NAM_5.0.55	1	181566036	181568951	-	2916	0	0	0	0
Zm00001eb032420.Zm_B73_REFERENCE_NAM_5.0.55	1	181647804	181648973	+	1170	11	0	5	6
Zm00001eb032430.Zm_B73_REFERENCE_NAM_5.0.55	1	181652640	181655428	+	2789	62	172	174	116
Zm00001eb032460.Zm_B73_REFERENCE_NAM_5.0.55	1	181701843	181703119	-	1277	57	80	22	47
Zm00001eb032470.Zm_B73_REFERENCE_NAM_5.0.55	1	181709124	181709781	-	658	40	39	62	30
Zm00001eb032480.Zm_B73_REFERENCE_NAM_5.0.55	1	181850781	181852530	+	1750	33	94	119	84
Zm00001eb032500.Zm_B73_REFERENCE_NAM_5.0.55	1	181853668	181858354	+	4687	652	1313	2214	1784
Zm00001eb032510.Zm_B73_REFERENCE_NAM_5.0.55	1	181860595	181869259	-	8665	2	0	0	0
Zm00001eb032520.Zm_B73_REFERENCE_NAM_5.0.55	1	181883230	181883991	-	762	273	299	199	98
Zm00001eb032540.Zm_B73_REFERENCE_NAM_5.0.55	1	181889774	181892749	+	2976	0	1	0	0
Zm00001eb032550.Zm_B73_REFERENCE_NAM_5.0.55	1	181916226	181918955	-	2730	84	88	106	66
Zm00001eb032560.Zm_B73_REFERENCE_NAM_5.0.55	1	181926727	181927607	-	881	0	0	0	0
Zm00001eb032570.Zm_B73_REFERENCE_NAM_5.0.55	1	181927158	181927600	+	443	0	0	0	0
Zm00001eb032580.Zm_B73_REFERENCE_NAM_5.0.55	1	181997105	181997939	-	835	9	86	22	17
Zm00001eb032590.Zm_B73_REFERENCE_NAM_5.0.55	1	181997491	181997933	+	443	0	0	0	0
Zm00001eb032600.Zm_B73_REFERENCE_NAM_5.0.55	1	182075421	182076489	-	1069	457	701	335	682
Zm00001eb032620.Zm_B73_REFERENCE_NAM_5.0.55	1	182305651	182327557	+	21907	569	593	623	377
Zm00001eb032630.Zm_B73_REFERENCE_NAM_5.0.55	1	182386579	182387890	+	1312	3302	3718	2135	1342
Zm00001eb032640.Zm_B73_REFERENCE_NAM_5.0.55	1	182400738	182405039	-	4302	609	619	511	646
Zm00001eb032650.Zm_B73_REFERENCE_NAM_5.0.55	1	182478974	182480528	-	1555	3	6	12	8
Zm00001eb032660.Zm_B73_REFERENCE_NAM_5.0.55	1	182494470	182498000	+	3531	15	2	0	16
Zm00001eb032670.Zm_B73_REFERENCE_NAM_5.0.55	1	182508157	182512987	-	4831	398	292	311	210
Zm00001eb032680.Zm_B73_REFERENCE_NAM_5.0.55	1	182520935	182522807	-	1873	12	3	8	8
Zm00001eb032690.Zm_B73_REFERENCE_NAM_5.0.55	1	182556340	182557433	-	1094	155896	199639	202592	151504
Zm00001eb032700.Zm_B73_REFERENCE_NAM_5.0.55	1	182599794	182606617	-	6824	0	0	0	0
Zm00001eb032720.Zm_B73_REFERENCE_NAM_5.0.55	1	182851043	182853377	+	2335	0	0	0	35
Zm00001eb032730.Zm_B73_REFERENCE_NAM_5.0.55	1	183262154	183265839	-	3686	0	4	6	6
Zm00001eb032740.Zm_B73_REFERENCE_NAM_5.0.55	1	183414696	183416047	-	1352	0	0	0	0
Zm00001eb032750.Zm_B73_REFERENCE_NAM_5.0.55	1	183419469	183423698	+	4230	1826	2052	2152	1524
Zm00001eb032760.Zm_B73_REFERENCE_NAM_5.0.55	1	183423843	183426818	-	2976	2599	2715	2645	2134
Zm00001eb032770.Zm_B73_REFERENCE_NAM_5.0.55	1	183447964	183450053	+	2090	0	0	0	0
Zm00001eb032780.Zm_B73_REFERENCE_NAM_5.0.55	1	183673750	183678231	+	4482	3373	3288	2439	2351
Zm00001eb032790.Zm_B73_REFERENCE_NAM_5.0.55	1	183678990	183683291	-	4302	18	35	16	9
Zm00001eb032800.Zm_B73_REFERENCE_NAM_5.0.55	1	183683782	183688987	-	5206	2362	2674	2706	2102
Zm00001eb032810.Zm_B73_REFERENCE_NAM_5.0.55	1	183694279	183696650	-	2372	0	0	0	0
Zm00001eb032820.Zm_B73_REFERENCE_NAM_5.0.55	1	183729209	183731127	-	1919	402	585	371	317
Zm00001eb032840.Zm_B73_REFERENCE_NAM_5.0.55	1	183806179	183812135	-	5957	0	1	0	0
Zm00001eb032850.Zm_B73_REFERENCE_NAM_5.0.55	1	183813702	183814589	+	888	33	42	30	17
Zm00001eb032860.Zm_B73_REFERENCE_NAM_5.0.55	1	183815811	183817146	-	1336	119	100	66	57
Zm00001eb032870.Zm_B73_REFERENCE_NAM_5.0.55	1	183934609	183935547	+	939	8	2	8	0
Zm00001eb032880.Zm_B73_REFERENCE_NAM_5.0.55	1	183956249	183958099	+	1851	3	0	18	20
Zm00001eb032890.Zm_B73_REFERENCE_NAM_5.0.55	1	183958039	183959160	-	1122	47	78	44	64
Zm00001eb032900.Zm_B73_REFERENCE_NAM_5.0.55	1	183972926	183973342	+	417	0	0	0	8
Zm00001eb032920.Zm_B73_REFERENCE_NAM_5.0.55	1	184009561	184010131	+	571	0	2	0	0
Zm00001eb032930.Zm_B73_REFERENCE_NAM_5.0.55	1	184050483	184053374	+	2892	706	963	1192	1119
Zm00001eb032940.Zm_B73_REFERENCE_NAM_5.0.55	1	184066452	184070211	-	3760	478	489	292	190
Zm00001eb032960.Zm_B73_REFERENCE_NAM_5.0.55	1	184075861	184076882	+	1022	4	9	2	0
Zm00001eb032970.Zm_B73_REFERENCE_NAM_5.0.55	1	184076822	184078464	-	1643	3447	4400	2426	2562
Zm00001eb032990.Zm_B73_REFERENCE_NAM_5.0.55	1	184078886	184079903	-	1018	54	81	53	34
Zm00001eb033000.Zm_B73_REFERENCE_NAM_5.0.55	1	184100700	184105392	-	4693	2634	3023	2478	2269
Zm00001eb033010.Zm_B73_REFERENCE_NAM_5.0.55	1	184217943	184218688	+	746	0	0	0	0
Zm00001eb033030.Zm_B73_REFERENCE_NAM_5.0.55	1	184391611	184393452	+	1842	21984	19197	20405	16491
Zm00001eb033040.Zm_B73_REFERENCE_NAM_5.0.55	1	184428073	184439205	+	11133	500	572	538	371
Zm00001eb033050.Zm_B73_REFERENCE_NAM_5.0.55	1	184434664	184438774	-	4111	0	0	0	0
Zm00001eb033060.Zm_B73_REFERENCE_NAM_5.0.55	1	184477625	184482996	+	5372	1752	3164	6571	3790
Zm00001eb033080.Zm_B73_REFERENCE_NAM_5.0.55	1	184483343	184486421	-	3079	281	263	172	117
Zm00001eb033090.Zm_B73_REFERENCE_NAM_5.0.55	1	184531114	184531671	+	558	0	0	2	0
Zm00001eb033100.Zm_B73_REFERENCE_NAM_5.0.55	1	184578939	184585184	+	6246	538	913	772	475
Zm00001eb033110.Zm_B73_REFERENCE_NAM_5.0.55	1	184583034	184591090	-	8057	774	635	722	493
Zm00001eb033120.Zm_B73_REFERENCE_NAM_5.0.55	1	184673369	184677165	-	3797	338	339	215	299
Zm00001eb033130.Zm_B73_REFERENCE_NAM_5.0.55	1	184677726	184679636	-	1911	946	911	503	731
Zm00001eb033140.Zm_B73_REFERENCE_NAM_5.0.55	1	184693662	184696350	-	2689	3942	2642	2706	2122
Zm00001eb033150.Zm_B73_REFERENCE_NAM_5.0.55	1	184755554	184760555	+	5002	2062	1882	1749	1497
Zm00001eb033160.Zm_B73_REFERENCE_NAM_5.0.55	1	184760818	184761809	-	992	6	2	6	0
Zm00001eb033180.Zm_B73_REFERENCE_NAM_5.0.55	1	184762763	184764162	-	1400	0	0	0	2
Zm00001eb033190.Zm_B73_REFERENCE_NAM_5.0.55	1	184802869	184804029	+	1161	803	886	640	672
Zm00001eb033200.Zm_B73_REFERENCE_NAM_5.0.55	1	184815255	184816091	+	837	0	0	0	0
Zm00001eb033220.Zm_B73_REFERENCE_NAM_5.0.55	1	184902985	184907230	-	4246	734	697	651	520
Zm00001eb033230.Zm_B73_REFERENCE_NAM_5.0.55	1	184915089	184926106	-	11018	1984	2570	1933	1833
Zm00001eb033240.Zm_B73_REFERENCE_NAM_5.0.55	1	185023656	185041753	-	18098	3171	2853	2386	1995
Zm00001eb033290.Zm_B73_REFERENCE_NAM_5.0.55	1	185329726	185340627	-	10902	54	113	45	37
Zm00001eb033310.Zm_B73_REFERENCE_NAM_5.0.55	1	185340693	185343207	-	2515	61	110	64	54
Zm00001eb033320.Zm_B73_REFERENCE_NAM_5.0.55	1	185387084	185389157	+	2074	0	0	0	2
Zm00001eb033330.Zm_B73_REFERENCE_NAM_5.0.55	1	185390110	185394101	+	3992	1	0	0	26
Zm00001eb033340.Zm_B73_REFERENCE_NAM_5.0.55	1	185552984	185554689	-	1706	285	367	458	325
Zm00001eb033360.Zm_B73_REFERENCE_NAM_5.0.55	1	185708530	185708886	+	357	0	0	4	0
Zm00001eb033370.Zm_B73_REFERENCE_NAM_5.0.55	1	185714311	185718519	-	4209	9	8	2	4
Zm00001eb033380.Zm_B73_REFERENCE_NAM_5.0.55	1	185718543	185722816	-	4274	4	5	4	3
Zm00001eb033390.Zm_B73_REFERENCE_NAM_5.0.55	1	185941269	185953288	-	12020	1356	1684	2565	1865
Zm00001eb033400.Zm_B73_REFERENCE_NAM_5.0.55	1	185961184	185961949	+	766	265	277	184	167
Zm00001eb033410.Zm_B73_REFERENCE_NAM_5.0.55	1	186147540	186167026	+	19487	2384	2392	1899	1829
Zm00001eb033440.Zm_B73_REFERENCE_NAM_5.0.55	1	186167570	186168744	-	1175	5185	3098	3462	3739
Zm00001eb033450.Zm_B73_REFERENCE_NAM_5.0.55	1	186170964	186172160	+	1197	0	0	0	0
Zm00001eb033460.Zm_B73_REFERENCE_NAM_5.0.55	1	186171020	186172686	-	1667	121	86	62	73
Zm00001eb033470.Zm_B73_REFERENCE_NAM_5.0.55	1	186172693	186174472	-	1780	311	242	207	314
Zm00001eb033480.Zm_B73_REFERENCE_NAM_5.0.55	1	186174637	186176656	-	2020	2443	2507	1896	2060
Zm00001eb033490.Zm_B73_REFERENCE_NAM_5.0.55	1	186290103	186291666	-	1564	0	1	0	1
Zm00001eb033500.Zm_B73_REFERENCE_NAM_5.0.55	1	186290249	186291631	+	1383	0	0	0	0
Zm00001eb033510.Zm_B73_REFERENCE_NAM_5.0.55	1	186293589	186295726	-	2138	0	0	0	0
Zm00001eb033520.Zm_B73_REFERENCE_NAM_5.0.55	1	186342830	186345462	+	2633	13	9	8	2
Zm00001eb033530.Zm_B73_REFERENCE_NAM_5.0.55	1	186344125	186345080	-	956	0	0	0	0
Zm00001eb033540.Zm_B73_REFERENCE_NAM_5.0.55	1	186346262	186347510	+	1249	0	2	0	0
Zm00001eb033550.Zm_B73_REFERENCE_NAM_5.0.55	1	186346816	186356963	-	10148	556	819	539	439
Zm00001eb033570.Zm_B73_REFERENCE_NAM_5.0.55	1	186419699	186423316	+	3618	459	638	676	415
Zm00001eb033580.Zm_B73_REFERENCE_NAM_5.0.55	1	186458606	186461063	+	2458	1262	1639	1409	1730
Zm00001eb033590.Zm_B73_REFERENCE_NAM_5.0.55	1	186483815	186498109	+	14295	603	698	512	428
Zm00001eb033600.Zm_B73_REFERENCE_NAM_5.0.55	1	186606257	186610094	-	3838	1320	1887	1832	1193
Zm00001eb033610.Zm_B73_REFERENCE_NAM_5.0.55	1	186611059	186612481	-	1423	424	433	198	168
Zm00001eb033620.Zm_B73_REFERENCE_NAM_5.0.55	1	186690465	186693170	+	2706	177	301	199	203
Zm00001eb033630.Zm_B73_REFERENCE_NAM_5.0.55	1	186694206	186695364	-	1159	30	8	19	10
Zm00001eb033640.Zm_B73_REFERENCE_NAM_5.0.55	1	186702356	186703890	-	1535	421	448	435	338
Zm00001eb033650.Zm_B73_REFERENCE_NAM_5.0.55	1	186877561	186880289	+	2729	13036	11304	8856	6107
Zm00001eb033660.Zm_B73_REFERENCE_NAM_5.0.55	1	186915093	186916169	-	1077	0	0	0	0
Zm00001eb033670.Zm_B73_REFERENCE_NAM_5.0.55	1	186920136	186921569	+	1434	1535	1563	1414	1069
Zm00001eb033680.Zm_B73_REFERENCE_NAM_5.0.55	1	186958616	186961580	+	2965	119	196	229	141
Zm00001eb033690.Zm_B73_REFERENCE_NAM_5.0.55	1	186961466	186965993	-	4528	363	441	399	279
Zm00001eb033700.Zm_B73_REFERENCE_NAM_5.0.55	1	186982758	186987204	-	4447	580	833	865	554
Zm00001eb033710.Zm_B73_REFERENCE_NAM_5.0.55	1	186987919	186989655	+	1737	0	0	0	0
Zm00001eb033720.Zm_B73_REFERENCE_NAM_5.0.55	1	187077716	187078362	+	647	0	0	0	0
Zm00001eb033730.Zm_B73_REFERENCE_NAM_5.0.55	1	187112434	187113112	-	679	0	0	0	0
Zm00001eb033740.Zm_B73_REFERENCE_NAM_5.0.55	1	187165892	187166510	+	619	101	72	42	59
Zm00001eb033760.Zm_B73_REFERENCE_NAM_5.0.55	1	187181365	187184144	+	2780	90	137	40	53
Zm00001eb033780.Zm_B73_REFERENCE_NAM_5.0.55	1	187380215	187393026	+	12812	764	769	789	637
Zm00001eb033790.Zm_B73_REFERENCE_NAM_5.0.55	1	187394746	187395732	-	987	145	206	157	96
Zm00001eb033800.Zm_B73_REFERENCE_NAM_5.0.55	1	187484311	187485265	-	955	0	0	0	12
Zm00001eb033820.Zm_B73_REFERENCE_NAM_5.0.55	1	187533912	187539807	+	5896	392	638	941	535
Zm00001eb033830.Zm_B73_REFERENCE_NAM_5.0.55	1	187537818	187539807	-	1990	0	0	0	0
Zm00001eb033840.Zm_B73_REFERENCE_NAM_5.0.55	1	187579502	187580415	+	914	0	0	0	0
Zm00001eb033850.Zm_B73_REFERENCE_NAM_5.0.55	1	187594102	187597730	-	3629	0	4	2	4
Zm00001eb033860.Zm_B73_REFERENCE_NAM_5.0.55	1	187627391	187630702	-	3312	0	0	0	0
Zm00001eb033870.Zm_B73_REFERENCE_NAM_5.0.55	1	187650116	187765353	+	115238	1469	2060	2066	1615
Zm00001eb033880.Zm_B73_REFERENCE_NAM_5.0.55	1	187771222	187771656	+	435	0	0	0	8
Zm00001eb033890.Zm_B73_REFERENCE_NAM_5.0.55	1	187774162	187778974	+	4813	0	0	0	0
Zm00001eb033900.Zm_B73_REFERENCE_NAM_5.0.55	1	187883828	187887706	+	3879	1636	2017	2660	1709
Zm00001eb033910.Zm_B73_REFERENCE_NAM_5.0.55	1	187889836	187891273	+	1438	295	338	301	334
Zm00001eb033920.Zm_B73_REFERENCE_NAM_5.0.55	1	187893614	187895087	-	1474	29	68	43	34
Zm00001eb033930.Zm_B73_REFERENCE_NAM_5.0.55	1	187894313	187897983	+	3671	21	4	12	0
Zm00001eb033950.Zm_B73_REFERENCE_NAM_5.0.55	1	187915967	187919900	-	3934	390	235	300	393
Zm00001eb033960.Zm_B73_REFERENCE_NAM_5.0.55	1	187921516	187927144	-	5629	712	994	1188	767
Zm00001eb033990.Zm_B73_REFERENCE_NAM_5.0.55	1	187928317	187929386	+	1070	0	0	0	0
Zm00001eb034000.Zm_B73_REFERENCE_NAM_5.0.55	1	187955870	187958878	+	3009	1525	1912	2186	1377
Zm00001eb034010.Zm_B73_REFERENCE_NAM_5.0.55	1	187960228	187966468	+	6241	1447	1698	1479	1165
Zm00001eb034020.Zm_B73_REFERENCE_NAM_5.0.55	1	187965620	187966153	-	534	0	0	0	0
Zm00001eb034030.Zm_B73_REFERENCE_NAM_5.0.55	1	188005266	188008435	+	3170	121	183	239	155
Zm00001eb034040.Zm_B73_REFERENCE_NAM_5.0.55	1	188022589	188026519	-	3931	888	1204	1469	1025
Zm00001eb034050.Zm_B73_REFERENCE_NAM_5.0.55	1	188097508	188098876	-	1369	28	26	16	12
Zm00001eb034060.Zm_B73_REFERENCE_NAM_5.0.55	1	188099525	188107482	-	7958	1938	3174	4590	2448
Zm00001eb034080.Zm_B73_REFERENCE_NAM_5.0.55	1	188107511	188120286	+	12776	2666	2919	3102	2043
Zm00001eb034090.Zm_B73_REFERENCE_NAM_5.0.55	1	188125850	188130332	-	4483	1610	1975	1986	1284
Zm00001eb034100.Zm_B73_REFERENCE_NAM_5.0.55	1	188239434	188244354	-	4921	857	1133	997	807
Zm00001eb034110.Zm_B73_REFERENCE_NAM_5.0.55	1	188349225	188349674	-	450	0	0	0	0
Zm00001eb034120.Zm_B73_REFERENCE_NAM_5.0.55	1	188359287	188369776	+	10490	27	25	45	47
Zm00001eb034130.Zm_B73_REFERENCE_NAM_5.0.55	1	188402249	188406911	-	4663	5435	7138	6846	5308
Zm00001eb034140.Zm_B73_REFERENCE_NAM_5.0.55	1	188445552	188447633	+	2082	0	1	0	2
Zm00001eb034150.Zm_B73_REFERENCE_NAM_5.0.55	1	188448507	188448959	+	453	0	0	0	0
Zm00001eb034170.Zm_B73_REFERENCE_NAM_5.0.55	1	188547770	188549024	+	1255	4	0	0	0
Zm00001eb034180.Zm_B73_REFERENCE_NAM_5.0.55	1	188755128	188765710	+	10583	2784	2656	2143	1952
Zm00001eb034190.Zm_B73_REFERENCE_NAM_5.0.55	1	188799365	188799856	+	492	0	0	0	0
Zm00001eb034200.Zm_B73_REFERENCE_NAM_5.0.55	1	188800211	188812156	+	11946	0	0	12	9
Zm00001eb034220.Zm_B73_REFERENCE_NAM_5.0.55	1	188862316	188863706	-	1391	17559	45890	88848	58731
Zm00001eb034230.Zm_B73_REFERENCE_NAM_5.0.55	1	188866072	188866424	-	353	0	0	0	0
Zm00001eb034240.Zm_B73_REFERENCE_NAM_5.0.55	1	188971396	189027978	+	56583	27	408	37	79
Zm00001eb034250.Zm_B73_REFERENCE_NAM_5.0.55	1	189053666	189054180	+	515	0	0	0	0
Zm00001eb034260.Zm_B73_REFERENCE_NAM_5.0.55	1	189071958	189073925	+	1968	2	0	0	4
Zm00001eb034280.Zm_B73_REFERENCE_NAM_5.0.55	1	189074127	189074540	-	414	0	0	0	0
Zm00001eb034290.Zm_B73_REFERENCE_NAM_5.0.55	1	189075472	189473854	-	398383	85	104	33	86
Zm00001eb034300.Zm_B73_REFERENCE_NAM_5.0.55	1	189091285	189091707	+	423	0	0	0	0
Zm00001eb034310.Zm_B73_REFERENCE_NAM_5.0.55	1	189189236	189191577	-	2342	0	0	0	0
Zm00001eb034320.Zm_B73_REFERENCE_NAM_5.0.55	1	189467477	189468173	+	697	0	0	0	0
Zm00001eb034330.Zm_B73_REFERENCE_NAM_5.0.55	1	189495115	189495615	+	501	0	0	0	0
Zm00001eb034350.Zm_B73_REFERENCE_NAM_5.0.55	1	189542879	189543511	+	633	0	0	0	0
Zm00001eb034360.Zm_B73_REFERENCE_NAM_5.0.55	1	189575992	189577431	+	1440	0	0	0	0
Zm00001eb034370.Zm_B73_REFERENCE_NAM_5.0.55	1	189633997	189638930	-	4934	0	9	8	3
Zm00001eb034390.Zm_B73_REFERENCE_NAM_5.0.55	1	189644623	189645045	+	423	0	0	0	0
Zm00001eb034400.Zm_B73_REFERENCE_NAM_5.0.55	1	189730057	189731326	-	1270	13	16	26	12
Zm00001eb034410.Zm_B73_REFERENCE_NAM_5.0.55	1	189731648	189734374	-	2727	403	327	198	287
Zm00001eb034420.Zm_B73_REFERENCE_NAM_5.0.55	1	189882422	189882892	+	471	0	6	6	0
Zm00001eb034430.Zm_B73_REFERENCE_NAM_5.0.55	1	189882962	189886311	+	3350	2	11	23	4
Zm00001eb034440.Zm_B73_REFERENCE_NAM_5.0.55	1	189899979	189900815	+	837	4	0	0	0
Zm00001eb034460.Zm_B73_REFERENCE_NAM_5.0.55	1	189913493	189914665	-	1173	2	4	5	7
Zm00001eb034470.Zm_B73_REFERENCE_NAM_5.0.55	1	189915792	189916293	+	502	0	0	0	0
Zm00001eb034480.Zm_B73_REFERENCE_NAM_5.0.55	1	189935460	189951686	-	16227	0	8	4	0
Zm00001eb034490.Zm_B73_REFERENCE_NAM_5.0.55	1	190388971	190389393	+	423	0	0	0	0
Zm00001eb034500.Zm_B73_REFERENCE_NAM_5.0.55	1	190403484	190403873	+	390	0	0	0	0
Zm00001eb034510.Zm_B73_REFERENCE_NAM_5.0.55	1	190711367	190713603	+	2237	1	2	1	0
Zm00001eb034520.Zm_B73_REFERENCE_NAM_5.0.55	1	190813517	190820417	-	6901	31	73	51	36
Zm00001eb034530.Zm_B73_REFERENCE_NAM_5.0.55	1	190821397	190821687	+	291	0	0	0	0
Zm00001eb034540.Zm_B73_REFERENCE_NAM_5.0.55	1	190858539	190862004	-	3466	123	80	76	104
Zm00001eb034550.Zm_B73_REFERENCE_NAM_5.0.55	1	191161965	191162537	-	573	0	0	0	0
Zm00001eb034560.Zm_B73_REFERENCE_NAM_5.0.55	1	191170033	191170734	-	702	0	0	0	0
